time,Import T1 kWh,Import T2 kWh,Export T1 kWh,Export T2 kWh,L1 max W,L2 max W,L3 max W
2025-01-02 04:45,23518.993,16206.588,5900.000,13801.574,158,154,152
2025-01-02 05:00,23519.372,16206.588,5900.000,13801.574,143,178,146
2025-01-02 05:15,23519.702,16206.588,5900.000,13801.574,149,164,128
2025-01-02 05:30,23520.150,16206.588,5900.000,13801.574,177,172,139
2025-01-02 05:45,23520.507,16206.588,5900.000,13801.574,160,163,148
2025-01-02 06:00,23520.764,16206.588,5900.000,13801.574,101,121,90
2025-01-02 06:15,23521.063,16206.588,5900.000,13801.574,142,148,106
2025-01-02 06:30,23521.405,16206.588,5900.000,13801.574,134,165,128
2025-01-02 06:45,23521.785,16206.588,5900.000,13801.574,174,178,145
2025-01-02 07:00,23521.785,16206.672,5900.000,13801.574,54,73,40
2025-01-02 07:15,23521.785,16206.787,5900.000,13801.574,72,61,61
2025-01-02 07:30,23521.785,16206.887,5900.000,13801.574,64,52,49
2025-01-02 07:45,23521.785,16206.957,5900.000,13801.574,31,71,54
2025-01-02 08:00,23521.785,16207.044,5900.000,13801.576,77,60,42
2025-01-02 08:15,23521.785,16207.131,5900.000,13801.583,48,36,38
2025-01-02 08:30,23521.785,16207.172,5900.000,13801.603,59,48,20
2025-01-02 08:45,23521.785,16207.233,5900.000,13801.623,65,29,58
2025-01-02 09:00,23521.785,16207.238,5900.000,13801.675,37,19,31
2025-01-02 09:15,23521.785,16207.238,5900.000,13801.730,16,30,7
2025-01-02 09:30,23521.785,16207.238,5900.000,13801.795,40,43,3
2025-01-02 09:45,23521.785,16207.257,5900.000,13801.849,11,21,12
2025-01-02 10:00,23521.785,16207.257,5900.000,13801.926,39,14,49
2025-01-02 10:15,23521.785,16207.257,5900.000,13802.006,37,27,19
2025-01-02 10:30,23521.785,16207.257,5900.000,13802.102,6,48,13
2025-01-02 10:45,23521.785,16207.257,5900.000,13802.193,15,11,35
2025-01-02 11:00,23521.785,16207.257,5900.000,13802.273,38,30,18
2025-01-02 11:15,23521.785,16207.264,5900.000,13802.346,31,6,45
2025-01-02 11:30,23521.785,16207.266,5900.000,13802.430,37,42,12
2025-01-02 11:45,23521.785,16207.293,5900.000,13802.514,26,18,11
2025-01-02 12:00,23521.785,16207.379,5900.000,13802.570,66,48,53
2025-01-02 12:15,23521.785,16207.464,5900.000,13802.629,46,61,59
2025-01-02 12:30,23521.785,16207.474,5900.000,13802.712,30,50,22
2025-01-02 12:45,23521.785,16207.482,5900.000,13802.798,46,39,39
2025-01-02 13:00,23521.785,16207.604,5900.000,13802.863,59,78,38
2025-01-02 13:15,23521.785,16207.648,5900.000,13802.940,43,32,23
2025-01-02 13:30,23521.785,16207.727,5900.000,13803.011,32,57,45
2025-01-02 13:45,23521.785,16207.831,5900.000,13803.053,46,57,57
2025-01-02 14:00,23521.785,16207.929,5900.000,13803.101,82,69,31
2025-01-02 14:15,23521.785,16208.050,5900.000,13803.130,91,67,68
2025-01-02 14:30,23521.785,16208.123,5900.000,13803.175,54,51,24
2025-01-02 14:45,23521.785,16208.276,5900.000,13803.181,93,81,93
2025-01-02 15:00,23521.785,16208.423,5900.000,13803.181,69,79,88
2025-01-02 15:15,23521.785,16208.530,5900.000,13803.192,52,82,42
2025-01-02 15:30,23521.785,16208.642,5900.000,13803.193,53,46,62
2025-01-02 15:45,23521.785,16208.809,5900.000,13803.193,103,76,81
2025-01-02 16:00,23521.785,16208.949,5900.000,13803.193,79,64,71
2025-01-02 16:15,23521.785,16209.081,5900.000,13803.193,78,93,47
2025-01-02 16:30,23521.785,16209.196,5900.000,13803.193,66,61,84
2025-01-02 16:45,23521.785,16209.347,5900.000,13803.193,71,89,82
2025-01-02 17:00,23521.785,16209.465,5900.000,13803.193,75,71,57
2025-01-02 17:15,23521.785,16209.594,5900.000,13803.193,65,57,82
2025-01-02 17:30,23521.785,16209.690,5900.000,13803.193,59,35,49
2025-01-02 17:45,23521.785,16209.800,5900.000,13803.193,62,80,82
2025-01-02 18:00,23521.785,16209.918,5900.000,13803.193,43,49,67
2025-01-02 18:15,23521.785,16209.995,5900.000,13803.193,55,33,56
2025-01-02 18:30,23521.785,16210.054,5900.000,13803.193,61,29,21
2025-01-02 18:45,23521.785,16210.158,5900.000,13803.193,80,61,72
2025-01-02 19:00,23521.785,16210.229,5900.000,13803.193,59,49,41
2025-01-02 19:15,23521.785,16210.329,5900.000,13803.193,68,36,68
2025-01-02 19:30,23521.785,16210.418,5900.000,13803.193,45,78,31
2025-01-02 19:45,23521.785,16210.484,5900.000,13803.193,28,50,29
2025-01-02 20:00,23521.785,16210.598,5900.000,13803.193,89,42,52
2025-01-02 20:15,23521.785,16210.691,5900.000,13803.193,58,68,71
2025-01-02 20:30,23521.785,16210.775,5900.000,13803.193,53,68,68
2025-01-02 20:45,23521.785,16210.916,5900.000,13803.193,78,89,58
2025-01-02 21:00,23521.785,16211.049,5900.000,13803.193,75,64,83
2025-01-02 21:15,23521.785,16211.147,5900.000,13803.193,71,53,69
2025-01-02 21:30,23521.785,16211.303,5900.000,13803.193,73,66,70
2025-01-02 21:45,23521.785,16211.417,5900.000,13803.193,61,75,52
2025-01-02 22:00,23521.785,16211.556,5900.000,13803.193,90,73,58
2025-01-02 22:15,23521.785,16212.004,5900.000,13803.193,159,194,181
2025-01-02 22:30,23521.785,16212.470,5900.000,13803.193,177,201,161
2025-01-02 22:45,23521.785,16212.781,5900.000,13803.193,156,154,142
2025-01-02 23:00,23522.253,16212.781,5900.000,13803.193,203,204,142
2025-01-02 23:15,23522.632,16212.781,5900.000,13803.193,178,140,118
2025-01-02 23:30,23522.988,16212.781,5900.000,13803.193,136,132,156
2025-01-02 23:45,23523.500,16212.781,5900.000,13803.193,196,189,169
2025-01-03 00:00,23523.869,16212.781,5900.000,13803.193,147,176,131
2025-01-03 00:15,23524.161,16212.781,5900.000,13803.193,150,116,130
2025-01-03 00:30,23524.554,16212.781,5900.000,13803.193,172,160,122
2025-01-03 00:45,23524.775,16212.781,5900.000,13803.193,106,100,109
2025-01-03 01:00,23525.051,16212.781,5900.000,13803.193,136,119,88
2025-01-03 01:15,23525.376,16212.781,5900.000,13803.193,148,133,136
2025-01-03 01:30,23525.627,16212.781,5900.000,13803.193,131,106,116
2025-01-03 01:45,23525.901,16212.781,5900.000,13803.193,114,126,89
2025-01-03 02:00,23526.342,16212.781,5900.000,13803.193,183,177,174
2025-01-03 02:15,23526.753,16212.781,5900.000,13803.193,180,190,169
2025-01-03 02:30,23527.109,16212.781,5900.000,13803.193,155,163,132
2025-01-03 02:45,23527.441,16212.781,5900.000,13803.193,129,144,127
2025-01-03 03:00,23527.912,16212.781,5900.000,13803.193,207,187,175
2025-01-03 03:15,23528.340,16212.781,5900.000,13803.193,166,161,135
2025-01-03 03:30,23528.814,16212.781,5900.000,13803.193,179,207,182
2025-01-03 03:45,23529.099,16212.781,5900.000,13803.193,114,107,135
2025-01-03 04:00,23529.395,16212.781,5900.000,13803.193,116,140,101
2025-01-03 04:15,23529.731,16212.781,5900.000,13803.193,167,155,100
2025-01-03 04:30,23530.243,16212.781,5900.000,13803.193,213,195,164
2025-01-03 04:45,23530.723,16212.781,5900.000,13803.193,189,217,193
2025-01-03 05:00,23531.070,16212.781,5900.000,13803.193,124,129,151
2025-01-03 05:15,23531.364,16212.781,5900.000,13803.193,130,151,111
2025-01-03 05:30,23531.651,16212.781,5900.000,13803.193,139,102,132
2025-01-03 05:45,23532.100,16212.781,5900.000,13803.193,185,197,135
2025-01-03 06:00,23532.454,16212.781,5900.000,13803.193,166,129,137
2025-01-03 06:15,23532.791,16212.781,5900.000,13803.193,138,156,110
2025-01-03 06:30,23533.085,16212.781,5900.000,13803.193,137,147,108
2025-01-03 06:45,23533.433,16212.781,5900.000,13803.193,153,159,131
2025-01-03 07:00,23533.433,16212.915,5900.000,13803.193,87,95,75
2025-01-03 07:15,23533.433,16213.004,5900.000,13803.193,45,57,47
2025-01-03 07:30,23533.433,16213.097,5900.000,13803.193,52,59,47
2025-01-03 07:45,23533.433,16213.179,5900.000,13803.193,58,32,29
2025-01-03 08:00,23533.433,16213.227,5900.000,13803.205,63,39,22
2025-01-03 08:15,23533.433,16213.293,5900.000,13803.215,44,65,26
2025-01-03 08:30,23533.433,16213.362,5900.000,13803.231,50,69,23
2025-01-03 08:45,23533.433,16213.385,5900.000,13803.269,44,40,19
2025-01-03 09:00,23533.433,16213.410,5900.000,13803.305,30,43,30
2025-01-03 09:15,23533.433,16213.416,5900.000,13803.348,29,37,50
2025-01-03 09:30,23533.433,16213.416,5900.000,13803.415,1,38,42
2025-01-03 09:45,23533.433,16213.416,5900.000,13803.491,44,48,19
2025-01-03 10:00,23533.433,16213.416,5900.000,13803.577,9,36,42
2025-01-03 10:15,23533.433,16213.416,5900.000,13803.658,1,5,47
2025-01-03 10:30,23533.433,16213.416,5900.000,13803.744,10,23,19
2025-01-03 10:45,23533.433,16213.416,5900.000,13803.834,5,3,9
2025-01-03 11:00,23533.433,16213.434,5900.000,13803.907,23,34,47
2025-01-03 11:15,23533.433,16213.445,5900.000,13803.990,16,51,35
2025-01-03 11:30,23533.433,16213.468,5900.000,13804.061,51,45,37
2025-01-03 11:45,23533.433,16213.468,5900.000,13804.151,38,3,0
2025-01-03 12:00,23533.433,16213.561,5900.000,13804.211,80,48,45
2025-01-03 12:15,23533.433,16213.561,5900.000,13804.300,11,8,24
2025-01-03 12:30,23533.433,16213.586,5900.000,13804.384,50,30,11
2025-01-03 12:45,23533.433,16213.692,5900.000,13804.441,66,41,51
2025-01-03 13:00,23533.433,16213.782,5900.000,13804.505,57,49,34
2025-01-03 13:15,23533.433,16213.948,5900.000,13804.538,97,87,93
2025-01-03 13:30,23533.433,16213.985,5900.000,13804.619,27,39,48
2025-01-03 13:45,23533.433,16214.055,5900.000,13804.674,71,45,35
2025-01-03 14:00,23533.433,16214.151,5900.000,13804.713,40,66,60
2025-01-03 14:15,23533.433,16214.350,5900.000,13804.717,110,78,74
2025-01-03 14:30,23533.433,16214.483,5900.000,13804.731,55,94,88
2025-01-03 14:45,23533.433,16214.595,5900.000,13804.755,70,68,81
2025-01-03 15:00,23533.433,16214.771,5900.000,13804.755,97,102,92
2025-01-03 15:15,23533.433,16214.906,5900.000,13804.764,67,56,68
2025-01-03 15:30,23533.433,16215.063,5900.000,13804.764,71,91,49
2025-01-03 15:45,23533.433,16215.179,5900.000,13804.764,42,43,57
2025-01-03 16:00,23533.433,16215.289,5900.000,13804.764,43,77,70
2025-01-03 16:15,23533.433,16215.427,5900.000,13804.764,98,95,43
2025-01-03 16:30,23533.433,16215.586,5900.000,13804.764,75,93,77
2025-01-03 16:45,23533.433,16215.747,5900.000,13804.764,77,101,53
2025-01-03 17:00,23533.433,16215.843,5900.000,13804.764,61,61,61
2025-01-03 17:15,23533.433,16215.931,5900.000,13804.764,48,54,52
2025-01-03 17:30,23533.433,16216.046,5900.000,13804.764,80,81,55
2025-01-03 17:45,23533.433,16216.120,5900.000,13804.764,43,41,68
2025-01-03 18:00,23533.433,16216.237,5900.000,13804.764,49,61,40
2025-01-03 18:15,23533.433,16216.305,5900.000,13804.764,64,67,62
2025-01-03 18:30,23533.433,16216.392,5900.000,13804.764,49,65,50
2025-01-03 18:45,23533.433,16216.465,5900.000,13804.764,69,72,64
2025-01-03 19:00,23533.433,16216.525,5900.000,13804.764,53,44,19
2025-01-03 19:15,23533.433,16216.591,5900.000,13804.764,71,53,31
2025-01-03 19:30,23533.433,16216.656,5900.000,13804.764,72,28,51
2025-01-03 19:45,23533.433,16216.759,5900.000,13804.764,38,78,52
2025-01-03 20:00,23533.433,16216.857,5900.000,13804.764,43,44,40
2025-01-03 20:15,23533.433,16216.971,5900.000,13804.764,49,85,62
2025-01-03 20:30,23533.433,16217.067,5900.000,13804.764,61,72,46
2025-01-03 20:45,23533.433,16217.199,5900.000,13804.764,61,65,89
2025-01-03 21:00,23533.433,16217.345,5900.000,13804.764,87,79,72
2025-01-03 21:15,23533.433,16217.497,5900.000,13804.764,79,63,57
2025-01-03 21:30,23533.433,16217.607,5900.000,13804.764,79,68,55
2025-01-03 21:45,23533.433,16217.721,5900.000,13804.764,46,57,39
2025-01-03 22:00,23533.433,16217.858,5900.000,13804.764,56,74,46
2025-01-03 22:15,23533.433,16218.164,5900.000,13804.764,129,108,117
2025-01-03 22:30,23533.433,16218.539,5900.000,13804.764,136,154,126
2025-01-03 22:45,23533.433,16219.021,5900.000,13804.764,209,189,194
2025-01-03 23:00,23533.714,16219.021,5900.000,13804.764,128,142,92
2025-01-03 23:15,23534.100,16219.021,5900.000,13804.764,140,136,131
2025-01-03 23:30,23534.414,16219.021,5900.000,13804.764,147,142,121
2025-01-03 23:45,23534.762,16219.021,5900.000,13804.764,124,136,130
2025-01-04 00:00,23535.075,16219.021,5900.000,13804.764,140,147,127
2025-01-04 00:15,23535.375,16219.021,5900.000,13804.764,114,123,117
2025-01-04 00:30,23535.653,16219.021,5900.000,13804.764,108,139,125
2025-01-04 00:45,23536.055,16219.021,5900.000,13804.764,173,174,152
2025-01-04 01:00,23536.378,16219.021,5900.000,13804.764,143,115,136
2025-01-04 01:15,23536.683,16219.021,5900.000,13804.764,128,156,95
2025-01-04 01:30,23537.071,16219.021,5900.000,13804.764,184,172,163
2025-01-04 01:45,23537.343,16219.021,5900.000,13804.764,116,136,92
2025-01-04 02:00,23537.742,16219.021,5900.000,13804.764,169,179,130
2025-01-04 02:15,23538.013,16219.021,5900.000,13804.764,123,96,99
2025-01-04 02:30,23538.453,16219.021,5900.000,13804.764,174,173,164
2025-01-04 02:45,23538.908,16219.021,5900.000,13804.764,161,207,177
2025-01-04 03:00,23539.263,16219.021,5900.000,13804.764,165,145,123
2025-01-04 03:15,23539.626,16219.021,5900.000,13804.764,173,154,132
2025-01-04 03:30,23539.948,16219.021,5900.000,13804.764,135,145,113
2025-01-04 03:45,23540.402,16219.021,5900.000,13804.764,196,169,170
2025-01-04 04:00,23540.707,16219.021,5900.000,13804.764,124,125,119
2025-01-04 04:15,23541.088,16219.021,5900.000,13804.764,155,161,116
2025-01-04 04:30,23541.583,16219.021,5900.000,13804.764,200,190,188
2025-01-04 04:45,23542.082,16219.021,5900.000,13804.764,214,199,172
2025-01-04 05:00,23542.529,16219.021,5900.000,13804.764,157,165,172
2025-01-04 05:15,23542.897,16219.021,5900.000,13804.764,143,177,151
2025-01-04 05:30,23543.246,16219.021,5900.000,13804.764,160,131,147
2025-01-04 05:45,23543.585,16219.021,5900.000,13804.764,122,154,109
2025-01-04 06:00,23543.922,16219.021,5900.000,13804.764,132,124,101
2025-01-04 06:15,23544.271,16219.021,5900.000,13804.764,157,129,120
2025-01-04 06:30,23544.652,16219.021,5900.000,13804.764,172,151,158
2025-01-04 06:45,23544.979,16219.021,5900.000,13804.764,118,142,109
2025-01-04 07:00,23545.093,16219.021,5900.000,13804.764,83,60,76
2025-01-04 07:15,23545.174,16219.021,5900.000,13804.764,47,38,69
2025-01-04 07:30,23545.284,16219.021,5900.000,13804.764,61,70,47
2025-01-04 07:45,23545.358,16219.021,5900.000,13804.764,76,57,23
2025-01-04 08:00,23545.443,16219.021,5900.000,13804.764,64,37,64
2025-01-04 08:15,23545.472,16219.021,5900.023,13804.764,55,56,38
2025-01-04 08:30,23545.532,16219.021,5900.042,13804.764,24,28,37
2025-01-04 08:45,23545.555,16219.021,5900.078,13804.764,30,16,56
2025-01-04 09:00,23545.575,16219.021,5900.120,13804.764,14,33,37
2025-01-04 09:15,23545.575,16219.021,5900.184,13804.764,9,19,10
2025-01-04 09:30,23545.604,16219.021,5900.226,13804.764,43,28,13
2025-01-04 09:45,23545.610,16219.021,5900.284,13804.764,9,41,20
2025-01-04 10:00,23545.610,16219.021,5900.367,13804.764,37,37,9
2025-01-04 10:15,23545.614,16219.021,5900.435,13804.764,22,37,3
2025-01-04 10:30,23545.614,16219.021,5900.532,13804.764,41,49,36
2025-01-04 10:45,23545.614,16219.021,5900.615,13804.764,39,40,1
2025-01-04 11:00,23545.615,16219.021,5900.698,13804.764,19,30,15
2025-01-04 11:15,23545.615,16219.021,5900.794,13804.764,4,44,3
2025-01-04 11:30,23545.634,16219.021,5900.869,13804.764,27,44,14
2025-01-04 11:45,23545.683,16219.021,5900.943,13804.764,39,42,22
2025-01-04 12:00,23545.700,16219.021,5901.034,13804.764,20,34,12
2025-01-04 12:15,23545.729,16219.021,5901.107,13804.764,28,34,47
2025-01-04 12:30,23545.844,16219.021,5901.167,13804.764,60,76,80
2025-01-04 12:45,23545.957,16219.021,5901.219,13804.764,71,68,65
2025-01-04 13:00,23546.022,16219.021,5901.293,13804.764,47,54,48
2025-01-04 13:15,23546.060,16219.021,5901.375,13804.764,16,31,42
2025-01-04 13:30,23546.214,16219.021,5901.415,13804.764,71,87,46
2025-01-04 13:45,23546.314,16219.021,5901.471,13804.764,80,57,77
2025-01-04 14:00,23546.389,16219.021,5901.515,13804.764,61,38,45
2025-01-04 14:15,23546.472,16219.021,5901.557,13804.764,77,64,41
2025-01-04 14:30,23546.633,16219.021,5901.577,13804.764,64,62,73
2025-01-04 14:45,23546.854,16219.021,5901.577,13804.764,100,125,75
2025-01-04 15:00,23547.025,16219.021,5901.577,13804.764,61,61,59
2025-01-04 15:15,23547.219,16219.021,5901.577,13804.764,76,105,90
2025-01-04 15:30,23547.423,16219.021,5901.577,13804.764,96,110,108
2025-01-04 15:45,23547.585,16219.021,5901.577,13804.764,88,90,79
2025-01-04 16:00,23547.715,16219.021,5901.577,13804.764,68,66,82
2025-01-04 16:15,23547.850,16219.021,5901.577,13804.764,93,91,80
2025-01-04 16:30,23547.983,16219.021,5901.577,13804.764,96,95,76
2025-01-04 16:45,23548.126,16219.021,5901.577,13804.764,60,83,82
2025-01-04 17:00,23548.264,16219.021,5901.577,13804.764,91,63,43
2025-01-04 17:15,23548.389,16219.021,5901.577,13804.764,71,63,63
2025-01-04 17:30,23548.505,16219.021,5901.577,13804.764,89,79,64
2025-01-04 17:45,23548.616,16219.021,5901.577,13804.764,46,71,46
2025-01-04 18:00,23548.735,16219.021,5901.577,13804.764,65,61,46
2025-01-04 18:15,23548.823,16219.021,5901.577,13804.764,73,79,72
2025-01-04 18:30,23548.921,16219.021,5901.577,13804.764,64,46,44
2025-01-04 18:45,23548.992,16219.021,5901.577,13804.764,43,73,39
2025-01-04 19:00,23549.081,16219.021,5901.577,13804.764,61,53,61
2025-01-04 19:15,23549.176,16219.021,5901.577,13804.764,40,69,71
2025-01-04 19:30,23549.279,16219.021,5901.577,13804.764,57,84,39
2025-01-04 19:45,23549.354,16219.021,5901.577,13804.764,48,54,63
2025-01-04 20:00,23549.445,16219.021,5901.577,13804.764,65,48,62
2025-01-04 20:15,23549.521,16219.021,5901.577,13804.764,63,41,37
2025-01-04 20:30,23549.651,16219.021,5901.577,13804.764,59,48,45
2025-01-04 20:45,23549.779,16219.021,5901.577,13804.764,93,52,38
2025-01-04 21:00,23549.935,16219.021,5901.577,13804.764,95,84,76
2025-01-04 21:15,23550.086,16219.021,5901.577,13804.764,70,93,48
2025-01-04 21:30,23550.191,16219.021,5901.577,13804.764,70,83,77
